Record_ID,Presence-Absence,Shaded (Shaded/Semishaded/Unshaded),Saltwater (Yes/No),Habitat_1,Habitat_2,Habitat_3,Habitat_4,Habitat_5,Habitat_6,Habitat_7,Habitat_8,Habitat_9,Habitat_10,Habitat_11,Habitat_12,Habitat_13,Habitat_14,Habitat_15,Habitat_16,Habitat_17,Habitat_18,Habitat_19,Habitat_20,Habitat_21,Habitat_22,Habitat_23,Habitat_24,Habitat_25,Habitat_26,Habitat_27,Habitat_28,Habitat_29,Habitat_30,Habitat_31,Habitat_32,Habitat_33,Habitat_34,Habitat_35,Habitat_36,Habitat_37,Habitat_38,Habitat_39,Habitat_40,Habitat_41,Habitat_42,Habitat_43,Habitat_44,Habitat_45,Habitat_46,Habitat_47,Habitat_48,Habitat_49,Habitat_50,Notes
sp0000000976,Presence,,,shaded springs,seepage,small creeks,coral foothills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000979,Presence,,,sago swamps,shallow grassy swamp margins,shaded streams,heath flats,dam,rock well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000980,Presence,,,puddles,pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000982,Presence,,,temporary puddles,shallow rain pools,muddy pools,roadside ditches,hoof marks,depression pools,wheel ruts,footprints,fish ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000982,Absence,,,salt water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000983,Presence,,,shaded jungle streams,riverside pools in coral foothills,stream bed potholes,coral depressions,blocked mouths in tributary streams of larger rivers,taro garden,temporary jungle pools,ponded rivers,ponded streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000984,Presence,,,coastal swamps,saline pools,fresh ground water,buffalo wallows,ricefields,drains,garden furrows,water tanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000985,Presence,,,swamps,fish ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000986,Presence,,,ricefields,shaded pools in woods,grassy banks of running streams,swamps,fish ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000987,Presence,,,grassy ditches,grassy pools,grassy river margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000988,Presence,,,muddy pools,hoof marks,ditches,artificial containers,water barrels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000990,Presence,,,coconut shells,banana,sago,bamboo stumps,log holes,pig wallows,ground pools,fallen palm bracts,artificial containers,shells,drums,canoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000992,Presence,,,ditches,beached canoe,coconut shells,treeholes,sago stumps,cut bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000993,Presence,,,coconut husks,rotting tree stumps,tin cans,aircraft tyre,cut bamboo,cacao shells,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000994,Presence,,,coconut shells,treeholes,banana stumps,overblown Rafflesia,pitcher plants,flower cups of Sapra himalayana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000995,Presence,,,coconut shells,treeholes,borrow pits,artificial containers,septic tanks,drains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000996,Presence,,,old barrels,tins,rainwater receptacles,fallen coconuts,coconut shells,cut bamboo,hollow trees,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000997,Presence,,,sago palms,banana stumps,septic tanks,drains,food cans,coconut shells,cacao pods,metal biscuit box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000000999,Presence,,,bamboo stumps,fallen split bamboos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001000,Presence,,,shaded rainforests,rain pools,flood pools,Pandanus swamp,small jungle rivers,river banks,hog wallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001001,Presence,,,jungle pools,pools among sedges,shaded scrub pool,rock pool in mountain stream,backwater of creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001002,Presence,,,streams,swamps,coastal lagoons at river mouths,ponds,ditches,fox holes,bomb craters,artificial containers,jungle streams,seepage pools,springs,dammed stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001003,Presence,,,sago swamps,stream margins,ground pools,treeholes,coconut halves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001004,Presence,,,streams,pools,sago swamps,shaded pothole in creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001005,Presence,,,slow running streams,river banks,pond edges,small pools besides streams,stream rockpools,tin can near creek,treeholes,shaded pothole in creek,shaded soakage pool,rocky mountain stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001006,Presence,,,stream margins,small creeks,rainforest stream edges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001007,Presence,,,edge of running stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001008,Presence,,,pond margins,lake margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001010,Presence,,,lakes,grass roots in pit,pools,backwaters,swamps,drains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001011,Presence,,,roots in swamp drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001014,Presence,,,lake margins,vegetative ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001016,Presence,,,Pandanus swamp,freshwater lagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001020,Presence,,,stagnant natural ponds,shaded drains,swamp forest,forest verge,open swamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001023,Presence,,,swamps,marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001024,Presence,,,taro axils,cut bamboo,banana axils,Heliconia bracts,ground pools,seepage pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001025,Presence,,,Pandanus leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001026,Presence,,,sago axils,taro axils,Pandanus axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001027,Presence,,,sago palm axils in sago swamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001028,Presence,,,leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001030,Presence,,,Pandanus leaf axils,treeholes,taro axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001031,Presence,,,roadside ditches,stream edges,swamps,ponds,rockholes,streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001032,Presence,,,salt pools,beached canoes,sago swamp,rock pools,salt marsh pools,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001033,Presence,,,waterholes,billabongs,lagoons,grassy pools,flooded ricefields,freshwater swamps,salt marsh pools,creek pools,grassy roadside pools,earthen drainage channels,ditches,flooded pastures,drainage swamps,seepage pools,casual pools,brackish pools,RIVM,hoofprints,rice bays,tyres,animal water trough,swimming pool,bath,fish ponds,puddles,borrow pits,artificial containers,well,pond,backwaters,streams,44-gallon drums,brackish lakes,airstrips,flour drum,wheelbarrow,tray of abandoned truck,folds of rubber petrol tank,pig wallows,canoes,barrels,ruts,bases of uprooted trees,coconut husks,treeholes,jungle swamps,irrigation channels,sewage drainage,rock pools,upturned car mudguard,
sp0000001034,Presence,,,terrestrial broad leaf astelias,epiphytic broad leaf astelias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001035,Presence,,,treeholes,coconut husks,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001036,Presence,,,springs,teatree swamps,hoofprints at the edge of waterholes,lagoons,swift-running streams draining irrigated sugarcane crops,seepage,gullies,grassy rain depressions,wheel ruts,treeholes,coral cay,artificial containers,creeks,irrigation channels from piggeries bacon factories sewage,rock pools in stream beds,old tyres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001037,Presence,,,streams,ponds,plantations,cultivated fields,inlets of small rivers with rapid currents,inlets of small canals with rapid currents,margins of a pool,stagnant lagoons,large swamps open to sunlight,large marshes open to sunlight,muddy road pools,margins of reservoirs,shaddded area by trees,springs,wells,mud puddles,animal footprints,roadside ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most collected in partially shaded areas (Unless stated otherwise); Also these areas have swamps ground pools or mud bottoms. All sites had clear water with floating vegetation.
sp0000001038,Presence,,,large ground pools,small stream pools,swampy shores of lakes,stagnant ground pools,turbid marshy depressions,small road puddles,small ponds,marshes,grassy spots along rivers or lagoons that have rich organic matter,muddy pools with algae,emergent vegetation in ponds,algal filaments in ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes direct sunlight
sp0000001039,Presence,,,clear ponds,clear stagnant swamps with muddy bottoms,ponds in cultivated fields,flooded burrow pits,small ground pools,marshes,seepage areas,shallow pools,spring-fed swamp,areas of slow moving water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never found in fully shaded areas
sp0000001040,Presence,,,tropical rainforest,along roads,Grasslandss adjacent to forested areas,cultivated fields,permanent ground pools,temporary ground pools,margins of ponds,margins of lakes,swamps,stream-side pools,grassy margins of pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water is always fresh and may be turbid or clear
sp0000001041,Presence,,,puddles containing grass or algae,,marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001042,Presence,,,brackish marshes,mangrove swamps,flooded meadows,rice fields,sugarcane plantations,ditches,fresh water ponds,pools along stream margins,temporary ground pools,semipermanent ground pools,large artificial containers,crab holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001043,Presence,,,grassy margins of ponds,grassy margins of lakes,reserviors,permanent ground pools,temporary ground pools,animal tracks,wheel tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001044,Presence,,,lakes,ditches,stream margins,marshy depressions,temporary ground pools,animal tracks,wheel tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001045,Presence,,,open marshy areas,ponds,lakes,permanent ground pools,temporary ground pools,animal tracks,wheel tracks,stream margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001046,Presence,,,ground pools,animal tracks,lakes,swamps,ditches,seepage areas,potholes,stream margins,marshy depressions,rock holes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001072,Presence,,,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001075,Presence,,,swamps,ricefields,marshy depressions,irrigation ditches,ponds,logs,obstructed streams,puddles,footprints,ground pools,swamp margins,stream margins,rivers,canals,stagnant water,fish ponds,backwaters,drains,transient pools,bogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001077,Presence,,,creeks,pools,seepage,old oil drum,freshwater mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001078,Presence,,,grassy swamps,springs,seepage,drains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001079,Presence,,,ricefields,wheel ruts,earth-lined pools,hyacinth pools,lakes,ponds,transient pools,blocked concrete drains,large container,ditches,wells,rock pools,puddles,footprints,marshy depressions,earthenware jars,coconut shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001080,Presence,,,resovior margins,ditches,clear water,drying pools on the edges of swamps,grass in flooded meadows,road puddles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001081,Presence,,,stagnant ground pools,small streams,abandoned wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001082,Presence,,,permanent ponds,lakes,canals,slow streams,RIVM,ditches,swamps,semipermanent rock holes,temporary rock holes,small ground pools,animal tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001083,Presence,,,stagnant ponds,swamps,marshes,drainage ditches,rain pools,wet meadows,forest streams,ground pools,animal tracks,springs,artificial containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001084,Presence,,,earthen-lined containers,small rivers,pools,cut-off canals,tributaries,puddles,marshes,barrels,earthernware pots,water tanks,lakes,ponds,transient pools,earth drains,ditches,streams,ricefields,marshy depressions,coconut shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001085,Presence,,,open swamps,grassy pools,creek beds,drainage pits,open tanks,troughs,waterholes,wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001086,Presence,,,rock pools,stream pools,forest swamps,shady creek margins,grassy pools,open swamps,ricefields,water tanks,slow streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001087,Presence,,,barrels,tanks,native canoes,cisterns,rock pool in stream bed,coconut treehole,coral rockhole,deep well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001088,Presence,,,Pandanus leaf axils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001090,Presence,,,water drums,rockholes,coconut husks,barrel tops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001091,Presence,,,transient pools,rock crevices,artificial containers,coconut shells,tins,canoes,treeholes,broken bamboo,drains,ponds,ponded stream,rock pools,wells,ditches,marshy depressions,cement tanks,snail shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001091,Absence,,,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001092,Presence,,,drainage ditches,artificial ponds,muddy pools,transient pools,field drains,coffee drains,garden drains,grassy pools,pig wallows,road drains,borrow pits,hoofprints,house drains,ground pools,fish ponds,riverside pools,sweet potato bed ditches,river canoe,grassy depressions,ground cooking pits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001093,Presence,,,water butts,polluted pools,drainage pits,septic tanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001094,Presence,,,jungle swamps,lake edges,fish ponds,marshy meadow,small rainpans,seepage,ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001095,Presence,,,treeholes,artificial containers,coconut shells,plant axils,cocoa pods,canoes,rainwater drums,tins,discarded truck tyres,residual pools,rockholes,rock pools,seepage,well,pig-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001096,Presence,,,waterholes,lagoons,billabongs,borrow pits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001096,Absence,,,grassy pools,polluted pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001097,Presence,,,freshwater ground pools,dried stream beds,stream margins,swamps,ponds,hyacinth ponds,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001098,Presence,,,stream margins,springs,pools,ponds,swamps,ditches,drains,artificial containers,concrete cisterns,metal tanks,drums,pans,tidal flats,rock pools,hoof holes,tins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001099,Presence,,,freshwater ground pools,ricefields,slow-running river,cut-off tributary,hoofprints,irrigation ditches,rainy meadows,creek lagoon,hyacinth ponds,lakes,ponds,freshwater swamps,marshes,drains,transient pools,sumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001100,Presence,,,artificial containers,barrels,wells,tanks,privies,fresh pools,fountains,ponds,canals,drains,transient pools,horse drinking troughs,tyres,tins,polluted creeks,44-gallon drums,swamps,river beds,freshwater soaks,ponded ditches,salt marshes,rotholes,plant axils,canoes,old cars,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001101,Presence,,,brackish pools,freshwater swamps,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001102,Presence,,,thermal pools,thermal outflows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001104,Presence,,,swamps,masses of pistia stratiotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001105,Presence,,,swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001106,Presence,,,murky springs,shaded-side pools along streams,forested hills,shaded-side pools along springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001107,Presence,,,shaded waters,reedy ditches,rocky pools in stream beds,internodes of cut bamboo,vegetable debris,water troughs full of dead leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001108,Presence,,,open sunlight water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001109,Presence,,,fresh water marshes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001110,Presence,,,low land marshes,bodies of water exposed to sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001111,Presence,,,swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001112,Presence,,,large swamps with lots of vertical vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001113,Presence,,,ricefields,swamps,vegetative pools,freshwater ground pools,puddles,ponds,ditches,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001114,Presence,,,pools,puddles,ponds,wells,ditches,crabholes,rock pools,salt marsh,mangrove swamps,nipa palm swamps,canoes,boats,cement tanks,jars,cans,hollow stumps,weedy lagoons,inland waterholes,footprints,mud flats,brackish pools,red mud dams,coral pools,fallen trees,transient pools,earthen-lined containers,flooded pools,wet meadows,irrigation ditches,tidal marshes,cut bamboo,banana stumps,tree axils,stagnant gutters,septic tanks,artificial containers,coconut shells,seepage pools,drains,sand pockets,boats,coral crevices,forest pools,clam shells,boulder,tree buttresses,limestone pools,,,,
sp0000001115,Presence,,,slow-moving rivers,transient pools,drains,rock pools,backwaters,springs,coffee drains,field drains,pig wallows,garden drains,hoofprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001116,Presence,,,transient pools,drains,backwaters,pools,streams,hoofprints,puddles,running creeks,potholes,ditches,large ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001117,Presence,,,stream margins,stream pools,canals,borrow pits,creeks,rain pools,ponded streams,ricefields,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001118,Presence,,,torrent edges,slow-moving rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001119,Presence,,,ricefields,plantations,shallow marshes,ground pools,ponds,wells,ditches,puddles,stream margins,slow-moving streams,hyacinth ponds,freshwater swamps,tidal marshes,transient pools,blocked drains,tins,drums,earth drains,small simple containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001120,Presence,,,saline mangrove swamp,shallow pools,creeks,streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001121,Presence,,,ground pools,puddles,ditches,ponds,animal tracks,wheel tracks,swamps,ricefields,stream pools,rock pools,farm reservoirs,salt water reservoirs,stream beds,potholes,hoofprints,bamboo stump,hyacinth ponds,transient pools,large discrete container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001122,Presence,,,freshwater ground pools,stream beds,stream margins,creek margins,open marshes,ricefields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001123,Presence,,,ponded streams,ditches,roadside seepage,transient pools,swamp margins,puddles,ricefields,animal tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001124,Presence,,,brackish pools,rock pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001125,Presence,,,cement cisterns,sumps,open puddles,rock pools,elephant hoofprints,treeholes,deep ditches,muddy creeks,cooking pits,large river pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001126,Presence,,,decayed sago trunks,groundholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001127,Presence,,,ground pools,treeholes,logholes,artificial containers,rock crevices,stagnant gutters,septic tanks,coconut shells,sago stumps,papaya stumps,fallen betel nut palms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001130,Presence,,,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001132,Presence,,,puddles,rockholes,sumps,stream rockholes,ricefields,elephant hoofprints,tin cans,jungle streams,treeholes,bamboo stems,shallow wells,swampy ground pools,artificial containers,polluted ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001133,Presence,,,hollowed sago trunks,wooden kegs,tin food containers,treeholes,drums,artificial containers,puddles,creek potholes,borrow pits,ditches,rockholes,shallow mountain crevice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001134,Presence,,,logholes,artificial containers,large cans,cisterns,oil drums,beached canoes,deep ground pool,seepage,decaying sago palm leaves,stafnant gutters,septic tanks,transient pools,ruts,stream backwaters,shallow swamps,truck trays,coconut husks,treeholes,coconut shells,wheel ruts,sago palm stump,rubber tyre,riverside pools,coconut spathe,creeks,rain pools,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001134,Absence,,,permanent ponds,brackish water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001136,Presence,,,beached canoes,jungle ponds,urine pots,large containers,artificial receptacles,ground pools,swamps,elephant tracks,puddles,nipa palm leaves,rock pools,ditches,bamboo stumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001138,Presence,,,treeholes,bamboo,containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001140,Presence,,,mossy rock under waterfall,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001171,Presence,,,wells,tree cavities,stream bed pools,rock pools along stream margins,road ruts,oil drums,rockholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001172,Presence,,,stream pools,rock pools,puddles,footprints,seepage springs,bamboo internode,bamboo pot,treeholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001173,Presence,,,stagnant pools,grassy pools,stream banks,crabholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001174,Presence,,,ground pools,rock pools,ditches,crabholes,swamps,drains,borrow pits,wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001175,Presence,,,sago stumps,sago swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001176,Presence,,,stream pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001177,Presence,,,drainage ditches,jungle swamps,swamp pools,stream margins,bomb crater,riverside pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001178,Presence,,,treeholes,bamboos,rock pools,oil drums,tin cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001179,Presence,,,crabholes,taro swamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001180,Presence,,,rock pools,blocked stream bed pools,muddy river banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001182,Presence,,,hoofprints,shaded swamps,grassy swamp margins,rock pools,road ruts,forest ponds,flowing ditch,pig wallow,uprooted tree crater,wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001184,Presence,,,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp0000001185,Presence,,,flooded sago forests,transient pools,drains,swamps,drainage ditches,ground pools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
